artist_id,Name,Type,Popularity,Genres,Followers
3bmFPbLMiLxtR9tFrTcKcP,Matthew Wilder,artist,54,new wave pop,47075
5fsDcuclIe8ZiBD5P787K1,Stevie Ray Vaughan,artist,58,"album rock, blues, blues rock, classic rock, electric blues, hard rock, heartland rock, instrumental rock, rock, texas blues",2429822
4vQV1LCGBdYAt5rIIPjSFZ,Frank Reyes,artist,53,"bachata, bachata dominicana",657550
08b2PA6eFyugsWAk41eQKZ,Lesley Gore,artist,57,"brill building pop, bubblegum pop, classic girl group",335354
54SHZF2YS3W87xuJKSvOVf,Widespread Panic,artist,46,"athens indie, jam band, southern rock",274892
5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,artist,60,"alternative rock, art pop, dream pop, ethereal wave, melancholia, new wave, scottish indie, shoegaze, synthpop",990789
7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,artist,66,"classic soul, jazz blues, memphis soul, soul, southern soul, vocal jazz",3325591
2cGwlqi3k18jFpUyTrsR84,The Verve,artist,63,"britpop, permanent wave, rock, shoegaze",2310088
1YzCsTRb22dQkh9lghPIrp,Billie Holiday,artist,61,"adult standards, harlem renaissance, jazz, jazz blues, soul, swing, torch song, vocal jazz",1880382
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,artist,70,"classic soul, motown, neo soul, northern soul, quiet storm, soul",5277546
69baNgo5tsg1RjBgotRbEj,Earl Thomas Conley,artist,41,"classic country pop, country",268088
7w29UYBi0qsHi5RTcv3lmA,Björk,artist,59,"alternative rock, art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop",2053834
3RNrq3jvMZxD9ZyoOZbQOD,Korn,artist,73,"alternative metal, funk metal, hard rock, nu metal, post-grunge, rap metal, rock",7405686
28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,65,trop rock,1053678
74ASZWbe4lXaubB36ztrGX,Bob Dylan,artist,68,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",6414558
3d2hJTVTwo08F9b0ZFQukJ,The Jeff Healey Band,artist,42,"blues, blues rock, canadian blues, country rock, electric blues, heartland rock, modern blues",219204
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,artist,71,"boy band, dance pop, pop",5602416
3rfgbfpPSfXY40lzRK7Syt,Barry White,artist,62,"disco, quiet storm, soul",1850663
1xgFexIwrf2QjbU0buCNnp,The Breeders,artist,49,alternative rock,457455
7gi3jmwpUpNWdswT8eEprF,Conway Twitty,artist,57,"arkansas country, classic country pop, country, country rock",871791
46gyXjRIvN1NL1eCB8GBxo,All Time Low,artist,65,"modern rock, neon pop punk, pop emo, pop punk",2997330
5vngPClqofybhPERIqQMYd,George Strait,artist,70,"contemporary country, country, country road",4243261
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,artist,75,"album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",5896720
6Q192DXotxtaysaqNPy5yR,Amy Winehouse,artist,76,"british soul, neo soul",8685124
57bUPid8xztkieZfS7OlEV,The Supremes,artist,59,"classic girl group, classic soul, disco, motown, soul",1672908
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,artist,72,"motown, soul",6387710
6GI52t8N5F02MxU0g5U69P,Santana,artist,67,"blues rock, classic rock, mexican classic rock",3304059
0qAmeOULjwn04k6jMMeDyr,Mary Chapin Carpenter,artist,45,"classic country pop, country, country rock, ectofolk, folk, lilith, singer-songwriter",216573
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,artist,73,"modern rock, rock",5318874
5HFtQOrPHOFptM1WF9xPuK,Ronnie Wood,artist,31,electric blues,99696
0EmeFodog0BfCgMzAIvKQp,Shakira,artist,83,"colombian pop, dance pop, latin pop, pop",32773340
6FBDaR13swtiWwGhX1WQsP,blink-182,artist,75,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",8150133
29kkCKKGXheHuoO829FxWK,Boston,artist,63,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock",2703182
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,artist,68,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock",3995285
7EK1bQADBoqbYXnT4Cqv9w,John Denver,artist,65,"classic country pop, folk, folk rock, mellow gold, singer-songwriter, soft rock",2139778
70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,artist,68,"classic rock, folk, folk rock, melancholia, mellow gold, rock, soft rock",5113152
3G3Gdm0ZRAOxLrbyjfhii5,my bloody valentine,artist,53,"alternative rock, dream pop, noise pop, shoegaze",914927
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,artist,74,"rock-and-roll, rockabilly",9353455
2IvkS5MXK0vPGnwyJsrEyV,Eric Church,artist,70,"contemporary country, country, country road",3809244
2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane,artist,55,"acid rock, album rock, blues rock, classic rock, folk rock, hard rock, mellow gold, psychedelic rock, rock, singer-songwriter",1563280
0cA5Tg15TwARIRZeiNT1RO,Dan Fogelberg,artist,49,"classic rock, folk rock, mellow gold, singer-songwriter, soft rock, yacht rock",773030
6jU2Tt13MmXYk0ZBv1KmfO,Giorgio Moroder,artist,49,disco,251818
0f8MDDzIc6M4uH1xH0o0gy,Robert Johnson,artist,41,"acoustic blues, blues, delta blues, pre-war blues, traditional blues",571802
5BcZ22XONcRoLhTbZRuME1,The Moody Blues,artist,55,"album rock, art rock, british invasion, classic rock, country rock, flute rock, folk rock, heartland rock, mellow gold, progressive rock, rock, singer-songwriter, soft rock, symphonic rock",1326396
3wYyutjgII8LJVVOLrGI0D,Buddy Holly,artist,54,"classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter",1304303
1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,artist,74,"dance pop, pop",8149631
1LFKKuzn302wp15dYH28id,Tammy Wynette,artist,49,"country, country dawn, nashville sound",601368
449mAbddAC2PAgNM3TLyc5,Matia Bazar,artist,48,"classic italian pop, italian adult pop",170899
6biWAmrHyiMkX49LkycGqQ,Thin Lizzy,artist,58,"album rock, blues rock, classic rock, glam metal, hard rock, irish rock, metal, rock",1243896
69wzuykaVXlRS5KVygESvd,Bobby Bare,artist,49,"classic country pop, outlaw country",176288
2LMR8u7DOMF0FBseDpTsRa,The Beta Band,artist,37,"britpop, chamber pop, scottish indie",110333
1oVj9JmPUPg4SQ2uerV2xc,Bad Brains,artist,45,"black punk, dc hardcore, hardcore punk, nyhc, punk",450656
0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,artist,64,"adult standards, classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter",1988059
4Tw2N3wdvJPGEU7JqMxFfE,Eddie Money,artist,54,"album rock, classic rock, country rock, glam metal, hard rock, mellow gold, soft rock, southern rock",885793
47zz7sob9NUcODy0BTDvKx,Sade,artist,71,"british soul, sophisti-pop",3803353
5c3GLXai8YOMid29ZEuR9y,Nick Drake,artist,57,"british folk, folk, melancholia, singer-songwriter",801275
4mITrNyXdPhy8phBHPgAHk,Basia,artist,37,"smooth jazz, sophisti-pop",93896
4ff5IojFqry4841QjwULTV,Carlos Ponce,artist,51,"latin pop, puerto rican pop",261320
2ASrZfFxWDnzsNwUQg3pzl,Dangerous Toys,artist,26,"austin metal, glam metal, sleaze rock",91003
6e9JKYVEoR2Ny0bFXjt4q2,Pajama Party,artist,19,freestyle,13156
2Kx7MNY7cI1ENniW7vT30N,Norah Jones,artist,70,"contemporary vocal jazz, jazz pop, vocal jazz",3097049
0DchahWJGQqrqr8PMM5zQD,Johnny Paycheck,artist,48,"country, outlaw country",377204
5yXAFDZNUNyO92l5WTImkO,Billy Bragg,artist,48,"anti-folk, folk punk, permanent wave, singer-songwriter, uk americana",168053
0uq5PttqEjj3IH1bzwcrXF,Spice Girls,artist,65,"dance pop, girl group, pop",3557029
3CYSRCHfilgR8DSbkCMp5j,Cowboy Junkies,artist,44,"alternative country, classic canadian rock, ectofolk, folk, lilith, melancholia, toronto indie",194983
0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson,artist,60,"country, country rock, outlaw country, singer-songwriter",585238
44gRHbEm4Uqa0ykW0rDTNk,Ben Folds Five,artist,41,"permanent wave, piano rock, pop rock",275270
0pNaVvqSvldpJl7pHpNoM9,Archers Of Loaf,artist,35,"alternative pop, alternative rock, gbvfi, lo-fi, lo-fi emo, post-hardcore, triangle indie",52465
5CE2IfdYZEQGIDsfiRm8SI,DJ Shadow,artist,58,"downtempo, electronica, instrumental hip hop, trip hop",610957
23C7hNBr8GRdsk3VoTSZXh,T.G. Sheppard,artist,37,"classic country pop, country",152196
2yrbLiuBmc9j81lTX3XUuI,The Jacksons,artist,54,"disco, motown",1803430
3rJ3m1tM6vUgiWLjfV8sRf,Jimmy Cliff,artist,55,"reggae, roots reggae",781473
4iudEcmuPlYNdbP3e1bdn1,Silverchair,artist,54,"alternative metal, alternative rock, australian alternative rock, australian psych, australian rock, grunge, nu metal, post-grunge",1234393
70ZTdbPEcEugBNay4MvxfL,Bread,artist,62,"folk rock, mellow gold, singer-songwriter, soft rock",1658936
34c4iQ5tkaZKu6Sv28BTde,Danzig,artist,54,"alternative metal, groove metal, grunge, hard rock, industrial rock, metal, nu metal, punk",916711
6eTKX1Kyy9gMamdDyj736Y,Coven,artist,18,,9056
07XSN3sPlIlB2L2XNcTwJw,KISS,artist,68,"glam rock, hard rock, rock",9362843
12Chz98pHFMPJEknJQMWvI,Muse,artist,71,"alternative rock, modern rock, permanent wave, rock",7736620
3DmG65yHQsMms7WAvrZOdt,Enigma,artist,58,"downtempo, gregorian dance",879888
4S76LQXJD6N2uPcLhKejG8,Little Eva,artist,42,"brill building pop, doo-wop, rock-and-roll",54950
26dSoYclwsYLMAKD3tpOr4,Britney Spears,artist,78,"dance pop, pop",14324822
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,artist,71,"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock, roots rock",3945393
2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,artist,56,"country rock, mellow gold, soft rock",596931
1b1N51wmSK0ckxFAMPSSHO,The Impressions,artist,43,"chicago soul, classic soul, funk, quiet storm, soul",272514
3utxjLheHaVEd9bPjQRsy8,Coheed and Cambria,artist,55,modern alternative rock,662852
7HLvzuM9p11k9lUQfSM4Rq,Warrant,artist,52,"album rock, glam metal, hard rock",1243784
19y5MFBH7gohEdGwKM7QsP,Luther Vandross,artist,60,"quiet storm, soul",3010987
5LXEAEGrpKQtpyCu2sZuWu,Oingo Boingo,artist,50,"dance rock, new romantic, new wave, zolo",437640
06HL4z0CvFAxyc27GXpf02,Taylor Swift,artist,100,pop,109436455
1yNOfXGQNGjAynk77wv85x,John Lee Hooker,artist,53,"blues, blues rock, delta blues, electric blues, memphis blues, traditional blues",855377
7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,artist,72,"album rock, classic rock, hard rock, rock",14123984
6nwh8AhPpbwOUnHZJWrHT6,David Allan Coe,artist,54,"country, outlaw country",915882
3EA9hVIzKfFiQI0Kikz2wo,Andrea Bocelli,artist,65,"classical tenor, italian tenor, operatic pop",2707541
1XpDYCrUJnvCo9Ez6yeMWh,Tenacious D,artist,63,"alternative metal, comedy rock, comic, comic metal, parody",1780282
6gZq1Q6bdOxsUPUG1TaFbF,Godsmack,artist,64,"alternative metal, nu metal, post-grunge, rap metal",3191642
3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,artist,73,neo mellow,3757320
5q2ehaRqAFmM6tLl4vaVwP,Cranes,artist,34,"dream pop, ethereal wave, shoegaze",72581
5v8WPpMk60cqZbuZLdXjKY,Willie Dixon,artist,36,"blues, chicago blues, electric blues, jump blues, traditional blues",151205
5fwaejlOHVBAw1KhIPPaQe,Venom,artist,40,"black metal, black thrash, british black metal, death metal, metal, nwobhm, old school thrash, speed metal, thrash metal",518665
0b2XeWDPeBiLeskT6RFqMb,DJ Quik,artist,49,"g funk, popping, west coast rap",862962
4xXCRXOfQKQ2gjWxNhNzYW,Air Supply,artist,66,soft rock,4268926
3PhoLpVuITZKcymswpck5b,Elton John,artist,79,"glam rock, mellow gold, piano rock, rock",13161181
4EGlaDAVZTNNknDdKHrHRp,Red Rider,artist,39,classic canadian rock,94489
0gvHPdYxlU94W7V5MSIlFe,Bikini Kill,artist,47,"olympia wa indie, punk, riot grrrl",492742
7dGJo4pcD2V6oG8kP0tJRR,Eminem,artist,86,"detroit hip hop, hip hop, rap",83673551
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,artist,80,"piano rock, pop",16857908
3BqaUtuQmqIHg7B5Bc7fP7,Nick Lowe,artist,41,"power pop, pub rock, singer-songwriter",109494
108moq3rq6bm1M4Ypz0J02,Intocable,artist,68,"banda, musica mexicana, norteno, tejano",3725946
0EPf9vAXPdFV5Ezp1sMX8B,Visage,artist,44,"early synthpop, new romantic, synthpop",214715
12d4iIvTOk7JkI6ecvc3ca,The Charlie Daniels Band,artist,55,"album rock, classic rock, country, country rock, heartland rock, southern rock",808778
03zz3zpyV15ZGw1cgjZ7tj,Nino Bravo,artist,51,"cantautor, pop romantico",868473
0Grjlu7ncIuCaSYvCs9fcd,New Radicals,artist,56,pop rock,242822
4oPMm2idleIKLdBWgZilSi,T.S.O.L.,artist,40,"crossover thrash, hardcore punk, horror punk, punk",127401
6liAMWkVf5LH7YR9yfFy1Y,Portishead,artist,59,"alternative rock, art pop, dark pop, electronica, laboratorio, trip hop",1985424
0FcmRWJUfnCuwoXE1H2b0H,Restless Heart,artist,43,"classic country pop, country, country road",243747
2eogQKWWoohI3BSnoG7E2U,Donna Summer,artist,60,"disco, hi-nrg, new wave pop, soft rock",1946006
6DKmuXxXASTF6xaJwcTfjv,Spiritualized,artist,39,"alternative rock, britpop, chamber pop, noise pop, shoegaze, spacegrunge",247951
5efZAHycAVv2oTu3D5DNSy,Kaleidoscope,artist,23,mexican classic rock,11058
5NGO30tJxFlKixkPSgXcFE,The Police,artist,73,"album rock, classic rock, permanent wave, rock",6016436
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,artist,53,"adult standards, lounge, rockabilly",379614
4xls23Ye9WR9yy3yYMpAMm,Little Richard,artist,54,"blues, rock-and-roll, rockabilly, soul",936053
0NCXrh1XOnHNp4mM0JUFJw,Nicolette Larson,artist,37,yacht rock,68763
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,artist,76,"emo, modern rock, pop, rock",10547551
4salDzkGmfycRqNUbyBphh,Styx,artist,58,"album rock, classic rock, glam metal, hard rock, mellow gold, progressive rock, rock, soft rock",1942736
3Ovf2lytXSXWFM2cwsJACC,Lead Belly,artist,35,"acoustic blues, blues, country blues, delta blues, texas blues, traditional blues",193434
6O2zJ0tId7g07yzHtX0yap,Mobb Deep,artist,63,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",2070568
0cQbJU1aAzvbEmTuljWLlF,No Doubt,artist,66,"dance pop, dance rock, permanent wave, pop rock, rock",2772249
545idYhdloaSlLGBY8E9u2,Cameo,artist,49,"disco, funk, motown, new jack swing, p funk, popping, post-disco, quiet storm, soul",629284
2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,artist,69,"classic oklahoma country, contemporary country, country, country road",2358551
7G1GBhoKtEPnP86X2PvEYO,Nina Simone,artist,65,"jazz blues, neo soul, soul, soul jazz, torch song, vocal jazz",2835107
1LB8qB5BPb3MHQrfkvifXU,Cheap Trick,artist,56,"album rock, beatlesque, classic rock, glam metal, glam rock, hard rock, heartland rock, mellow gold, power pop, rock, singer-songwriter, soft rock",1462651
2f9ZiYA2ic1r1voObUimdd,Grace Jones,artist,51,art pop,324697
6deZN1bslXzeGvOLaLMOIF,Nickelback,artist,74,"alternative metal, canadian rock, post-grunge",6713771
5Z1CCuBsyhEHngq3U5IraY,Westlife,artist,65,boy band,4033541
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,artist,63,"adult standards, jazz, jazz blues, soul, swing, vocal jazz",2454844
19eLuQmk9aCobbVDHc6eek,Louis Armstrong,artist,66,"adult standards, dixieland, harlem renaissance, jazz trumpet, new orleans jazz, soul, swing, vocal jazz",2869781
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,artist,89,"chicago rap, hip hop, rap",25162599
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,artist,79,"r&b, soul",30628597
09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,artist,63,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop",2092626
2WRStKp4ihGVUzlzWfv1Qt,The Undertones,artist,43,"irish punk, mod revival, new wave, northern irish punk, punk",241247
3XR64HmFo4OvexUUNW7TP0,Mother Love Bone,artist,39,"alternative rock, funk metal, grunge",347372
5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,artist,60,"canadian singer-songwriter, melancholia, permanent wave, singer-songwriter",3330909
2BLAzgwe8OzvLOPTZDBCtw,The Northern Pikes,artist,29,classic canadian rock,37917
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,artist,73,"adult standards, easy listening, lounge",7081482
7wJ9NwdRWtN92NunmXuwBk,Orchestral Manoeuvres In The Dark,artist,57,"new romantic, new wave, new wave pop, permanent wave, synthpop",783958
0oea1hwGMfUxZbLxJc1XUN,Peter Tosh,artist,52,"reggae, roots reggae",1081619
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,artist,63,"indie rock, indietronica, modern alternative rock, modern rock",1432472
28pS8WVbFstY0o1SrqCf8I,Firehouse,artist,53,"glam metal, hard rock",885416
1lqW59DUEKqvcHc8mVWBtH,Our Lady Peace,artist,48,"canadian rock, post-grunge",373147
1cjZk1xXn3YCToNg3uJpA7,Mary Wells,artist,48,"classic soul, motown, soul, southern soul",305889
6zmLTiN3NBNCDECRbbJKkT,The Fabulous Thunderbirds,artist,38,"blues, blues rock, country rock, electric blues, heartland rock, modern blues, southern rock, texas blues",181026
3fhOTtm0LBJ3Ojn4hIljLo,Roxy Music,artist,57,"art rock, glam rock, melancholia, new romantic, new wave, new wave pop, sophisti-pop",980673
0543y7yrvny4KymoaneT4W,Peter Frampton,artist,52,"album rock, british blues, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, progressive rock, rock, singer-songwriter, soft rock, southern rock",1252869
0dgnITyIAN4NrmUVisvxHU,Tesla,artist,48,"album rock, glam metal, hard rock, sacramento indie",931402
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,artist,76,"album rock, british invasion, classic rock, rock",13866106
7jmTilWYlKOuavFfmQAcu6,Barbra Streisand,artist,60,"adult standards, operatic pop, soft rock",1491350
2wzMOQwNT6ZvVB4amvhFAH,The Pogues,artist,53,"celtic punk, celtic rock, folk punk, punk",577816
2RE8NwNxsOyuNZDD0jRxHP,Kool Moe Dee,artist,48,"east coast hip hop, harlem hip hop, new jack swing, old school hip hop",253479
1nDqTUspmq8IXhcEZT93iq,Lee Ritenour,artist,44,"jazz funk, jazz fusion, jazz guitar, smooth jazz, yacht rock",167255
1aX2dmV8XoHYCOQRxjPESG,The Human League,artist,59,"new romantic, new wave, new wave pop, permanent wave, sophisti-pop, synthpop",1128417
3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,artist,69,"contemporary country, country, country road, modern country rock",4379015
0TImkz4nPqjegtVSMZnMRq,TLC,artist,66,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary",3925098
0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,artist,65,"album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop",2960481
1bBZcz4jP7CoPlqpCFh4gz,Johnny Horton,artist,45,"classic country pop, cowboy western",209409
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,artist,75,"dance pop, latin pop, mexican pop",10859623
6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,artist,68,"album rock, blues rock, classic rock, electric blues, mellow gold, rock, singer-songwriter, soft rock",5766421
5xLSa7l4IV1gsQfhAMvl0U,B.B. King,artist,57,"blues, blues rock, classic rock, electric blues, jazz blues, soul, soul blues, traditional blues",2686608
1BwHztAQKypBuy5WBEdJnG,Jennifer Warnes,artist,58,,78515
72Q7helEnjOptf8FAoZQTi,The Velvelettes,artist,35,"classic girl group, motown",144219
5DpSoH5zCXNRqYai7pmcGG,Yngwie Malmsteen,artist,45,"glam metal, hard rock, instrumental rock, metal, metal guitar, neo classical metal, shred, swedish hard rock",419889
3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,artist,72,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",6204088
2Yi5fknmHBqqKjHF6cXQyh,Patty Pravo,artist,44,"beat italiano, classic italian pop, italian adult pop",230070
4qwGe91Bz9K2T8jXTZ815W,Janet Jackson,artist,61,"dance pop, r&b, urban contemporary",3860873
2VX0o9LDIVmKIgpnwdJpOJ,Erick Sermon,artist,45,"hardcore hip hop, hip hop",230352
0LcJLqbBmaGUft1e9Mm8HV,ABBA,artist,77,"europop, swedish pop",12022805
73sSFVlM6pkweLXE8qw1OS,Ricky Nelson,artist,54,"adult standards, doo-wop, rock-and-roll, rockabilly",470244
2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,artist,60,"jam band, neo mellow, pop rock",1960653
5moJNCJeiNwuQAhDLJXULs,Incognito,artist,44,"acid jazz, brit funk, modern funk",185985
2gBjLmx6zQnFGQJCAQpRgw,Nelly,artist,71,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",2765688
6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,artist,72,"arkansas country, outlaw country, rock",6191350
6KWcxMWVNVIYbdOQyJtsSy,The Platters,artist,56,"adult standards, easy listening, rock-and-roll, rockabilly",751910
4ACplpEqD6JIVgKrafauzs,The Everly Brothers,artist,55,"adult standards, folk rock, mellow gold, rock-and-roll, rockabilly, sunshine pop",936278
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,artist,82,"garage rock, modern rock, permanent wave, rock, sheffield indie",24482384
5bDxAyJiTYBat1YnFJhvEK,Joe Walsh,artist,51,"album rock, blues rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, southern rock",1247621
4S9EykWXhStSc15wEx8QFK,Céline Dion,artist,70,canadian pop,8138793
2mpeljBig2IXLXRAFO9AAs,Dido,artist,72,"dance pop, europop, lilith, neo mellow, pop rock",1779749
03r4iKL2g2442PT9n2UKsx,Beastie Boys,artist,66,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",2765732
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,artist,75,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",11635021
6tbjWDEIzxoDsBA1FuhfPW,Madonna,artist,77,"dance pop, pop",7705222
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,artist,76,"g funk, gangster rap, hip hop, rap, west coast rap",11579767
75U40yZLLPglFgXbDVnmVs,The Mars Volta,artist,46,"el paso indie, garage rock",652866
0vn7UBvSQECKJm2817Yf1P,James Taylor,artist,63,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",2573780
2jgPkn6LuUazBoBk6vvjh5,The Zombies,artist,56,"baroque pop, british invasion, classic rock, folk rock, psychedelic rock",962295
0FrpdcVlJQqibaz5HfBUrL,Rick James,artist,56,"disco, funk, motown, p funk, quiet storm, soul, synth funk",1207284
2vd2HnNh4pdYa9gDVHFjEu,As I Lay Dying,artist,54,"alternative metal, christian metal, melodic metalcore, metalcore, nu metal",987624
4EzD52bDFGZTEeEucKHtDs,Sergio Vargas,artist,50,"merengue, tropical",534966
5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,artist,71,"alternative metal, groove metal, nu metal",6298105
1lJNwrcZP9AEjFL7s8YdbK,Subhumans,artist,38,"anarcho-punk, crust punk, dub punk, hardcore punk, punk, uk82",136807
6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,artist,68,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock",5413863
3WPQHDN5VniDY6JBGUV7UQ,Sad Lovers & Giants,artist,32,"gothic rock, uk post-punk",58812
3zpKjsMg2gw1St5WcWoUJN,EPMD,artist,45,"east coast hip hop, golden age hip hop, hip hop, old school hip hop",397260
4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,artist,59,"album rock, classic rock, hard rock, psychedelic rock, rock, singer-songwriter",3313310
0vEsuISMWAKNctLlUAhSZC,Counting Crows,artist,64,"neo mellow, pop rock, post-grunge, rock",1743765
4KDyYWR7IpxZ7xrdYbKrqY,Bonnie Raitt,artist,54,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",706262
7IwYwKG6VacXOThKHvPgUc,Los Amantes De Lola,artist,44,"latin alternative, mexican rock, rock en espanol",324632
530Sdm7eqqzWBdDmILMgnu,Robert Palmer,artist,54,"album rock, classic rock, dance rock, heartland rock, mellow gold, new romantic, new wave, new wave pop, singer-songwriter, soft rock, yacht rock",1004126
4NPManowiyiGa72hezruf2,Cock Sparrer,artist,43,"oi, punk",111275
6olE6TJLqED3rqDCT0FyPh,Nirvana,artist,78,"grunge, permanent wave, rock",19234985
4mxWe1mtYIYfP040G38yvS,Alan Jackson,artist,69,country,2656269
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,artist,71,"classic country pop, country, country dawn",2458938
1JHzh1ETQTMoFb2CgncnTL,April Wine,artist,46,"album rock, classic canadian rock, classic rock, glam metal, hard rock",390502
184W9P1vos8AurT467AbgM,Tuck & Patti,artist,24,,19270
5OfhOoKunSnuubxxRML8J3,Mr. Big,artist,55,"glam metal, hard rock",607129
6h3rSZ8VLK7a5vXjEmhfuD,The Brothers Johnson,artist,48,"classic soul, disco, funk, jazz funk, p funk, post-disco, quiet storm, soul",396152
4pADjHPWyrlAF0FA7joK2H,Jay Sean,artist,63,"dance pop, pop, pop rap, post-teen pop",1773867
4nsuck0htFQjVl6OCKVzRb,Breakfast Club,artist,29,,11942
6vLlQYujOujIrm7zAKzEdG,Donovan,artist,51,"british folk, british invasion, classic rock, folk, folk rock, glam rock, psychedelic folk, psychedelic rock, scottish singer-songwriter, singer-songwriter",696626
41Q0HrwWBtuUkJc7C1Rp6K,311,artist,59,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion",1029340
4chuPfKtATDZvbRLExsTp2,Vashti Bunyan,artist,46,"british folk, new weird america, psychedelic folk",172938
15FscPIs0VO23BCCMaPglf,Amistades Peligrosas,artist,47,"latin pop, spanish pop",352018
1TOvAjOdz0YBx2wVRlBvFA,Russ Ballard,artist,31,,15860
5fmvGUlMVgmnCn45f1he7d,Andrew Gold,artist,45,underground power pop,75010
2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,artist,54,"album rock, blues, blues rock, british blues, classic rock, country rock, electric blues, folk rock, hard rock, heartland rock, mellow gold, psychedelic rock, rock, singer-songwriter",696588
3EY5DxGdy7x4GelivOjS2Q,Connie Francis,artist,51,"adult standards, brill building pop, easy listening, rock-and-roll, rockabilly",434808
6fxCRWTrlk6wDMM4Gn421s,Guitar Slim,artist,23,"acoustic blues, blues, louisiana blues, new orleans blues, traditional blues",15713
23rleGXVOVVgTk3xgtmfE4,Gordon Lightfoot,artist,57,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",878968
3h1HOgVmvPlhqjz8o3LglL,Belly,artist,32,"alternative pop, boston rock",46300
